layout,layoutCount,algorithm,iteration,foodCount,cost,expandedNodes,score,result
big,8,bds,0,10,95,421,505,Win
big,8,bds,0,11,87,431,523,Win
big,9,dfs,0,2,112,723,408,Win
big,9,dfs,0,3,254,848,325,Win
big,9,dfs,0,4,144,1110,433,Win
big,9,dfs,0,5,452,1186,98,Win
big,9,dfs,0,6,452,1199,108,Win
big,9,dfs,0,7,822,2168,-252,Win
big,9,dfs,0,8,725,2023,-145,Win
big,9,dfs,0,9,458,2059,132,Win
big,9,dfs,0,10,366,1368,234,Win
big,9,dfs,0,11,586,2008,198,Win
big,9,bfs,0,2,38,358,482,Win
big,9,bfs,0,3,48,484,482,Win
big,9,bfs,0,4,52,459,488,Win
big,9,bfs,0,5,88,881,462,Win
big,9,bfs,0,6,80,552,480,Win
big,9,bfs,0,7,70,588,500,Win
big,9,bfs,0,8,103,890,477,Win
big,9,bfs,0,9,108,916,482,Win
big,9,bfs,0,10,92,687,508,Win
big,9,bfs,0,11,122,982,488,Win
big,9,ucs,0,2,38,358,482,Win
big,9,ucs,0,3,48,484,482,Win
big,9,ucs,0,4,52,459,488,Win
big,9,ucs,0,5,88,881,462,Win
big,9,ucs,0,6,80,552,480,Win
big,9,ucs,0,7,70,588,500,Win
big,9,ucs,0,8,103,890,477,Win
big,9,ucs,0,9,108,916,482,Win
big,9,ucs,0,10,92,687,508,Win
big,9,ucs,0,11,122,982,488,Win
big,9,astar,0,2,38,109,482,Win
big,9,astar,0,3,48,159,482,Win
big,9,astar,0,4,52,151,488,Win
big,9,astar,0,5,88,311,462,Win
big,9,astar,0,6,80,193,480,Win
big,9,astar,0,7,70,217,500,Win
big,9,astar,0,8,103,477,477,Win
big,9,astar,0,9,108,391,482,Win
big,9,astar,0,10,92,183,508,Win
big,9,astar,0,11,122,502,488,Win
big,9,bds,0,2,38,199,482,Win
big,9,bds,0,3,48,260,482,Win
big,9,bds,0,4,52,239,488,Win
big,9,bds,0,5,88,475,462,Win
big,9,bds,0,6,80,388,480,Win
big,9,bds,0,7,70,281,500,Win
big,9,bds,0,8,103,520,477,Win
big,9,bds,0,9,108,538,482,Win
big,9,bds,0,10,92,414,508,Win
big,9,bds,0,11,122,560,488,Win
